x,y
4.992603338117033,-9.886172914334978
4.977881627056764,-9.770716214927445
4.955985559564759,-9.654078067940386
4.927139673575064,-9.536663415597742
4.891634335490349,-9.418823761760075
4.849816285315537,-9.300851221380224
4.802078686962734,-9.182976249898653
4.748849518385623,-9.065364929566629
4.69058182838136,-8.948122669609408
4.627743894553488,-8.83129774281274
4.560810496451522,-8.71488668400228
4.490254936200586,-8.598840001259926
4.416543775609395,-8.483070677275666
4.340131302823816,-8.367460189101195
4.2614565645901,-8.251866366628471
4.180941447515357,-8.136130606369056
4.098989324210764,-8.020083930290655
4.015984270318322,-7.903552143638049
3.9322909632025054,-7.786360451627875
3.8482550762251444,-7.668337492875332
3.764203458301595,-7.549318006918952
3.680446016045495,-7.429147104663591
3.5972760116734515,-7.307681749596873
3.514970520297242,-7.184792015191592
3.4337910645857392,-7.060362275082378
3.353983113560029,-6.934290298623597
3.2757786406681895,-6.806491226880288
3.1993953460457525,-6.676896434311093
3.1250362891120615,-6.545452867110256
3.052889067994104,-6.412121298557154
2.983127755424046,-6.27688022863944
2.9159112786487262,-6.139723469152899
2.8513816311045534,-6.000656588500022
2.789665703885905,-5.8597018064865996
2.7308727920153846,-5.716893607396313
2.6750939980579473,-5.572278260614243
2.6224019765863793,-5.425914855066263
2.5728489138891635,-5.277871021126895
2.5264668171566527,-5.128225551209227
2.483265629815287,-4.977063666446628
2.4432333658816954,-4.8244786932738455
2.406334897313879,-4.670567706700442
2.3725124814077065,-4.515433525323503
2.3416849951420566,-4.359178865837964
2.3137492912887105,-4.201909443450747
2.2885805418223453,-4.043729784937234
2.2660336193168087,-3.8847415241132133
2.24594508454079,-3.7250432181451782
2.2281356138045902,-3.564732200067564
2.2124120046389764,-3.4038980180071516
2.198570734810346,-3.2426287499430217
2.186400558190523,-3.08100423097867
2.175686189087064,-2.9191010380051434
2.166211547751201,-2.7569931561215424
2.157762767140823,-2.5947475468434424
2.1501317262769413,-2.4324343076400914
2.1431184791292033,-2.27011809988243
2.1365340598979055,-2.107862759585145
2.130202911196868,-1.9457371469338156
2.1239644329611322,-1.7838057406108432
2.1176749920559814,-1.6221410800606517
2.1112088639542854,-1.4608171250038435
2.104459068191151,-1.2999096925626181
2.09733840237086,-1.1395079328815008
2.0897789003818295,-0.9796977031796376
2.081732463455219,-0.8205772748195518
2.073170094214271,-0.6622489706545668
2.0640811841265916,-0.5048189983573224
2.0544731376588166,-0.34840579292536533
2.0443690769581098,-0.19312275656215785
2.0338076439338613,-0.039096732278675106
2.0228396763487377,0.11355554160806239
2.011527430807367,0.26471190996605776
1.9999412185404433,0.4142622001692917
1.988157775720573,0.5621013700070033
1.9762571094240144,0.7081416538340288
1.9643205525291452,0.8523105059691559
1.9524283916142946,0.994556084863591
1.9406575216263653,1.1348552040815731
1.929080962501842,1.2732036556809585
1.9177664152051364,1.4096223754918167
1.9067758423745949,1.5441561239525534
1.8961662446912784,1.67686116400747
1.8859887258699544,1.8078185048173503
1.8762900579659534,1.937118554368996
1.8671137268965352,2.064851813889235
1.8584999529828796,2.191114893924815
1.8504861341315728,2.3160147341493587
1.8431087805719968,2.4396442755045835
1.83640339210986,2.5620851865393193
1.830404340557844,2.683410559524241
1.8251447210483498,2.8036926952667103
1.8206569001599637,2.922981627355129
1.81697151466575,3.041315699184739
1.8141169222283342,3.158722136501744
1.8121185711587937,3.275217611490245
1.8109983636220708,3.3908107601849395
1.8107739710567197,3.5055002424242745
1.811458091658497,3.619276292647803
1.8130578841420029,3.732123828337325
1.8155745605820617,3.8440239475946885
1.8190031364407622,3.95495540718529
1.8233323539700619,4.0648960136428665
1.8285447782293,4.173823850905897
1.8346170520320402,4.281718285164751
1.8415203032284027,4.388560868012145
1.84922071448397,4.494336290258743
1.8576801525480868,4.599032705447739
1.866856861909451,4.702641979852802
1.8767063320985553,4.805160851670845
1.8871818011492076,4.90658887274597
1.8982349897799131,5.006928919731364
1.9098167766095198,5.106187173133242
1.921877789152107,5.20437274918982
1.9343689279690393,5.301497319396114
1.9472418164525824,5.397574691585174
1.9604491732935803,5.492620370092309
1.973945126441093,5.586651218268097
1.9876856152048599,5.679686035631818
2.0016282079102163,5.771742982679857
2.0157324770200096,5.862840941922865
2.0299599480613915,5.952998474926537
2.0442741554692567,6.042233772955997
2.0586406564980786,6.130564545112851
2.073027009258895,6.218007873393032
2.087402869571846,6.304580876776193
2.101739666964588,6.390299076878924
2.116010650148902,6.475177023557678
2.1301909327752733,6.559228927206148
2.144257347254763,6.642468244613367
2.158188234637761,6.724906920919123
2.1719634821247142,6.80655606956385
2.1855645153042738,6.887426385466284
2.198974107730239,6.967527460358567
2.2121765615055486,7.046869377006248
2.2251572961420574,7.125460629635572
2.237902929906812,7.2033089756250925
2.2504012663080633,7.28042172142183
2.262641310614173,7.3568062303705
2.274613275062469,7.432470441891869
2.2863081971485695,7.50742070532376
2.297718123174322,7.58166316293258
2.308836136433343,7.655204298836275
2.319656394975671,7.728051675661536
2.3301737231509074,7.800211295373251
2.340383804891276,7.871689131656785
2.350283336688511,7.942492690424535
2.35986972426455,8.0126291375211
2.3691409892933253,8.082104733129421
2.3780958944490003,8.150926125563496
2.386734083919425,8.219101861625798
2.3950555810974974,8.286638579727166
2.4030610677430313,8.353543464304598
2.4107520716924062,8.419826422609502
2.418130300834656,8.48549454076504
2.4251980368681747,8.550555718254914
2.4319582721886284,8.615020540821366
2.4384140699144217,8.678896442232347
2.4445690498884356,8.742192659609588
2.450427273121283,8.80491963557714
2.455992843860952,8.867084981156552
2.461270469587772,8.928700000544763
2.4662649155890874,8.989773948205693
2.4709810580312723,9.050314649615787
2.475424328446436,9.110334659541895
2.4795999503805444,9.169841619698452
2.483513565445501,9.22884702637752
2.4871708111315636,9.287360731999746
2.4905773606016464,9.345391534544099
2.4937391833823126,9.402952090375836
2.4966619950167286,9.460049553932558
2.499351866565032,9.5166971726652
2.5018146210080476,9.572902863739309
2.50405623162186,9.628677615979537
2.5060826120138273,9.684031360824559
2.5078996179513986,9.738972969188014
2.509513164109848,9.793514128176307
2.510928975142051,9.847661761508476
2.5121528917142335,9.901429046868914
